"Rabanito", 207.62, 279
"Melon", 112.06, 436
"Sandia", 46.94, 900
"Morron", 2976.17, 570
"Cereza", 1004.55, 212
"Cebolla", 60.70, 672
"Ciruela", 972.90, 990
"Lima", 1188.41, 180
"TomCherry", 585.97, 194
"Rabanito", 201.52, 351
"Melon", 100.54, 324
"Frambuesa", 2085.98, 111
"Caqui", 871.23, 114
"Alcachofa", 142.85, 264
"Palta", 518.20, 505
"Naranja", 15.42, 1110
"Lima", 1362.81, 176
"Kiwi", 390.77, 372
"Mandarina", 25.86, 1100
"Batata", 15.97, 850
"Frutilla", 292.81, 294
"Tomate", 746.46, 756
"Zuccini", 87.63, 546
"Calabaza", 23.48, 952
"Alcachofa", 168.27, 246
"Durazno", 145.97, 880
"Batata", 15.73, 950
"Lechuga", 49.37, 1071
"Limon", 302.23, 756
"Esparrago", 595.66, 188
"Banana", 66.16, 1120
"Lima", 1084.33, 172
"Tomate", 763.47, 1071
"Papa", 18.24, 800
"Cebolla", 88.08, 648
"Cereza", 1015.26, 218
"Uva", 726.70, 345
"Ajo", 900.21, 97
"Palta", 1068.99, 352
"Kinoto", 36.16, 164
"Morron", 2929.13, 480
"Lima", 1407.67, 218
"Caqui", 822.22, 103
"Brocoli", 358.10, 436
"Calabaza", 19.89, 752
"Banana", 75.00, 1040
"Palta", 1133.06, 336
"Alcachofa", 142.21, 261
"Papa", 15.57, 1080
"Sandia", 46.15, 972
"Zanahoria", 23.76, 666
"Melon", 99.17, 480
"Manzana", 157.64, 880
"Melon", 95.84, 440
"Esparrago", 642.51, 196
"Naranja", 23.69, 1020
"Pomelo", 52.71, 945
"Frutilla", 276.91, 345
"Palta", 1176.02, 412
"Repollo", 6.00, 826
"Esparrago", 626.81, 224
"Limon", 347.82, 630
"Durazno", 302.74, 888
"Esparrago", 640.23, 220
"Ciruela", 982.22, 738
"Cereza", 1026.20, 166
"Coliflor", 23.08, 515
"Cebolla", 59.31, 832
"Lima", 995.39, 188
"Brocoli", 340.36, 432
"Lima", 1346.10, 200
"Ajo", 890.32, 88
"Palta", 1096.05, 452
"Durazno", 292.96, 672
"Coliflor", 24.20, 560
"Apio", 60.04, 327
"Kiwi", 448.70, 376
"Higo", 2469.91, 92
"Brocoli", 351.61, 404
"Frutilla", 272.26, 339
"Higo", 2512.94, 86
"Zuccini", 88.89, 624
"Durazno", 167.85, 824
"Kiwi", 461.07, 448
"Durazno", 267.56, 832
"Zanahoria", 39.39, 636
"Kinoto", 30.98, 204
"Ciruela", 1008.26, 972
"Mandarina", 15.18, 910
"Repollo", 4.86, 763
"Naranja", 11.68, 950
"Kiwi", 429.55, 376
"Caqui", 821.34, 101
"Higo", 2387.61, 101
"TomCherry", 551.28, 216
"Ciruela", 967.68, 882
"Melon", 105.71, 368
"Calabaza", 27.89, 896
"Mandarina", 20.07, 1130
"Lima", 1005.28, 164
"Durazno", 179.52, 816
"Kiwi", 425.65, 468
"Frutilla", 287.76, 273
"Alcachofa", 161.60, 258
"Papa", 15.20, 1040
"Pepino", 41.31, 425
"Pera", 132.66, 840
"Lima", 1191.44, 190
"Naranja", 16.87, 1050
"Sandia", 68.99, 945
"Palta", 471.73, 445
"Uva", 669.92, 273
"Ciruela", 945.43, 1080
"Zanahoria", 25.76, 588
"Coliflor", 29.72, 430
"Caqui", 761.97, 110
"Uva", 660.92, 264
"Caqui", 795.63, 93
"Manzana", 139.23, 930
"Kiwi", 430.84, 344
"Brocoli", 353.86, 364
"Champignon", 3485.75, 92
"Higo", 2483.46, 105
"Lechuga", 46.66, 927
"Mandarina", 15.45, 1030
"Frutilla", 307.60, 303
"Frutilla", 276.40, 312
"Ciruela", 968.70, 1071
"Mandarina", 17.66, 1070
"Frambuesa", 2087.40, 90
"Brocoli", 379.08, 412
"Acelga", 17.76, 801
"Ciruela", 948.60, 873
"Naranja", 22.30, 950
"Pepino", 40.31, 580
"Durazno", 160.11, 816
"Zuccini", 78.45, 636
"Durazno", 161.88, 664
"Brocoli", 323.64, 472
"Durazno", 163.12, 936
"Palta", 487.97, 540
"Sandia", 65.57, 954
"Champignon", 3500.39, 94
"Batata", 14.31, 1110
"Tomate", 752.19, 1017
"Lima", 1235.43, 216
"Naranja", 11.60, 1140
"Zanahoria", 26.67, 618
"Zanahoria", 39.99, 528
"Higo", 2491.26, 81
"Batata", 20.53, 1200
"Berenjena", 61.71, 534
"Mandarina", 17.87, 1010
"Cereza", 1024.75, 188
"Pepino", 50.03, 500
"Morron", 2896.84, 510
"Sandia", 58.30, 936
"Acelga", 25.19, 747
"Acelga", 19.56, 783
"Higo", 2465.89, 120
"Batata", 14.68, 860
"Lima", 1378.73, 162
"Calabaza", 21.81, 744
"Cereza", 1069.51, 216
"Zanahoria", 42.33, 510
"Lima", 1229.07, 184
"Alcachofa", 118.19, 348
"Choclo", 58.89, 300
"TomCherry", 567.47, 240
"Uva", 704.42, 276
"Pepino", 38.24, 485
"Pepino", 41.74, 420
"Calabaza", 22.50, 792
"Acelga", 10.74, 981
"Melon", 109.78, 368
"Acelga", 25.96, 1017
"Pepino", 43.97, 600
"Lima", 1334.37, 230
"Naranja", 10.17, 1060
"Repollo", 4.57, 714
"Rabanito", 227.14, 315
"Repollo", 1.51, 665
"Limon", 358.06, 644
"Acelga", 21.69, 936
"Alcachofa", 146.10, 303
"Frutilla", 294.43, 255
"Mandarina", 20.31, 860
"Apio", 71.60, 324
"Pomelo", 33.30, 1053
"Lima", 1249.07, 240
"Frutilla", 301.38, 354
"Berenjena", 49.51, 714
"Rabanito", 226.34, 342
"Higo", 2478.06, 87
"Pepino", 45.01, 510
"Banana", 71.29, 890
"Choclo", 56.33, 318
"Caqui", 806.16, 86
"Batata", 17.20, 1130
"Uva", 725.83, 348
"Repollo", 6.14, 791
"Lechuga", 38.92, 756
"Manzana", 137.02, 830
"Durazno", 274.40, 720
"Melon", 135.50, 372
"Brocoli", 358.63, 420
"Durazno", 301.22, 920
"Cereza", 1021.21, 216
"Frambuesa", 2025.99, 116
"Brocoli", 364.00, 460
"Rabanito", 242.26, 357
"Banana", 69.31, 1110
"Brocoli", 328.96, 448
"Choclo", 52.21, 264
"Palta", 512.05, 590
"Higo", 2540.55, 104
"Brocoli", 354.29, 352
"Champignon", 3662.00, 109
"Tomate", 790.97, 891
"Palta", 486.47, 485
"TomCherry", 544.10, 184
"Zuccini", 80.04, 540
"Frambuesa", 2040.09, 98
"Papa", 15.27, 1130
"Cereza", 1033.24, 210
"Morron", 3032.18, 624
"Repollo", 6.33, 714
"Zuccini", 85.60, 522
"Brocoli", 344.29, 388
"Pomelo", 34.61, 1017
"Rabanito", 235.59, 351
"Naranja", 24.03, 850
"Pomelo", 47.23, 963
"Pomelo", 51.89, 954
"Cebolla", 53.75, 904
"Batata", 15.39, 920
"Lechuga", 41.46, 774
"Uva", 720.72, 285
"Frutilla", 291.49, 339
"Ciruela", 958.28, 1017
"Batata", 13.75, 1120
"Champignon", 3610.46, 81
"Caqui", 844.05, 87
"Acelga", 31.36, 936
"Pepino", 34.38, 600
"Naranja", 18.36, 1150
"Zuccini", 72.52, 654
"Rabanito", 245.83, 336
"Esparrago", 657.06, 182
"Morron", 2999.96, 636
"Zuccini", 87.73, 708
"Mandarina", 23.03, 1010
"Higo", 2573.04, 113
"Champignon", 3756.50, 119
"Champignon", 3607.96, 112
"Durazno", 140.69, 824
"Uva", 750.15, 282
"Palta", 1108.57, 320
"Durazno", 258.76, 680
"Pomelo", 33.19, 756
"Papa", 25.93, 820
"Uva", 686.24, 306
"Kiwi", 409.79, 372
"Cereza", 1048.41, 160
"Ciruela", 942.37, 729
"Champignon", 3650.04, 85
"Banana", 67.63, 1060
"Mandarina", 20.49, 1100
"Uva", 775.61, 339
"Uva", 754.43, 261
"Pepino", 46.34, 530
"Papa", 19.21, 850
"Lechuga", 45.90, 981
"Frambuesa", 2052.74, 94
"Ajo", 904.91, 88
"Naranja", 17.12, 1100
"Naranja", 6.14, 1130
"Pepino", 32.22, 430
"Caqui", 810.91, 90
"Morron", 2872.61, 564
"Palta", 460.07, 480
"Champignon", 3624.37, 90
"Caqui", 836.47, 116
"Repollo", 3.48, 679
"Kiwi", 447.89, 472
"Ciruela", 937.02, 972
"Manzana", 137.67, 1010
"Palta", 512.69, 435
"Repollo", 7.95, 770
"Calabaza", 21.84, 760
"Repollo", 10.26, 595
"Brocoli", 359.50, 432
"Pomelo", 52.08, 963
"Lechuga", 39.22, 1062
"Zanahoria", 37.46, 564
"Choclo", 44.59, 264
"Calabaza", 19.45, 832
"Manzana", 139.03, 1030
"Ajo", 930.09, 106
"Naranja", 11.25, 920
"Frutilla", 305.65, 258
"Pomelo", 45.42, 1017
"Frambuesa", 2056.47, 87
"Pera", 175.49, 1010
"Mandarina", 11.10, 1120
"Papa", 11.26, 840
"Repollo", 5.27, 798
"Naranja", 16.49, 1150
"Tomate", 726.74, 927
"Palta", 1143.33, 464
"Lechuga", 45.85, 963
"Naranja", 13.16, 940
"Alcachofa", 120.16, 264
"Kinoto", 38.29, 192
"Pomelo", 40.93, 909
"Melon", 94.78, 332
"Papa", 15.37, 1110
"Durazno", 119.67, 928
"TomCherry", 532.59, 228
"Batata", 18.29, 1150
"Caqui", 803.38, 117
"Mandarina", 10.50, 920
"Manzana", 149.37, 1200
"Lima", 1229.75, 190
"Naranja", 10.07, 980
"Kinoto", 34.49, 232
"Apio", 51.54, 315
"Brocoli", 367.37, 420
"Morron", 2949.47, 522
"Cebolla", 64.41, 680
"TomCherry", 551.35, 228
"Batata", 15.28, 830
"Mandarina", 23.40, 1140
"Naranja", 11.38, 810
"Berenjena", 58.56, 642
"Coliflor", 27.15, 470
"Frutilla", 319.53, 252
"Esparrago", 618.17, 196
"Mandarina", 23.85, 1070
"Berenjena", 49.89, 552
"TomCherry", 580.37, 234
"Apio", 51.61, 258
"Ajo", 855.80, 118
"Pomelo", 49.83, 936
"Lima", 1304.32, 174
"Calabaza", 19.16, 832
"Melon", 92.70, 392
"Durazno", 171.72, 664
"Durazno", 199.35, 648
"Rabanito", 231.72, 261
"Cebolla", 62.15, 720
"Choclo", 65.70, 354
"Banana", 60.45, 1130
"Tomate", 730.46, 864
"Lima", 1022.46, 176
"Champignon", 3638.71, 120
"Tomate", 771.28, 846
"Durazno", 156.37, 720
"Frutilla", 305.92, 324
"Ciruela", 939.99, 945
"Papa", 10.20, 960
"Manzana", 132.99, 990
"Batata", 7.87, 890
"Palta", 463.54, 550
"Frambuesa", 1991.91, 82
"Choclo", 56.01, 345
"Rabanito", 220.65, 279
"Choclo", 57.72, 282
"Higo", 2522.32, 81
"Papa", 17.87, 870
"Kinoto", 29.51, 228
"Brocoli", 354.34, 364
"Apio", 47.97, 327
"Zanahoria", 30.86, 516
"Zanahoria", 25.07, 576
"Sandia", 61.52, 846
"Durazno", 163.31, 960
"Esparrago", 685.45, 224
"Durazno", 182.20, 848
"Lima", 1372.27, 220
"Lima", 1233.90, 196
"Cebolla", 66.74, 928
"Durazno", 172.93, 760
"Palta", 513.82, 500
"Cebolla", 75.60, 744
"Palta", 480.28, 560
"Apio", 56.18, 342
"Repollo", 6.35, 686
"Frambuesa", 2050.88, 95
"Mandarina", 22.93, 930
"Mandarina", 22.57, 1180
"Apio", 74.84, 324
"Limon", 321.53, 770
"Manzana", 157.90, 990
"Repollo", 6.96, 651
"Mandarina", 20.14, 1150
"Pomelo", 31.74, 864
"Ajo", 922.10, 117
"Kiwi", 421.84, 400
"Zuccini", 85.71, 624
"Cereza", 1059.80, 192
"Esparrago", 618.04, 194
"Palta", 1138.45, 384
"Batata", 24.85, 1070
"Lima", 1170.58, 166
"Frambuesa", 2081.31, 86
"Coliflor", 33.78, 500
"Naranja", 12.63, 1020
"Palta", 1166.84, 468
"Frutilla", 292.26, 330
"Batata", 20.34, 1200
"Naranja", 9.54, 850
"Higo", 2594.30, 89
"Coliflor", 22.99, 595
"Palta", 478.18, 520
"Champignon", 3496.64, 84
"Berenjena", 57.94, 534
"Sandia", 54.16, 828
"Sandia", 59.84, 891
"Morron", 2961.89, 546
"Lima", 1270.14, 238
"Ciruela", 982.63, 972
"Acelga", 19.90, 819
"Calabaza", 15.08, 880
"Pepino", 33.98, 495
"Limon", 367.66, 805
"Frambuesa", 2068.95, 108
"Pepino", 38.11, 600
"Lima", 1398.09, 206
"Lima", 1357.49, 164
"Limon", 297.45, 826
"Choclo", 47.96, 342
"Cereza", 1040.40, 222
"Zanahoria", 21.58, 528
"Caqui", 818.27, 81
"Zanahoria", 33.37, 666
"Cebolla", 84.63, 672
"Cereza", 1032.70, 240
"Choclo", 56.68, 261
"Durazno", 191.23, 648
"Kiwi", 441.88, 428
"Zuccini", 86.56, 666
"Pomelo", 47.29, 801
"Ciruela", 962.32, 873
"Coliflor", 27.73, 575
"Cereza", 1048.33, 200
"Kinoto", 25.17, 182
"Ciruela", 1028.76, 801
"Sandia", 58.64, 1008
"Zanahoria", 31.77, 600
"Champignon", 3676.42, 98
"Pomelo", 44.20, 810
"Durazno", 165.13, 720
"Naranja", 14.52, 1180
"Mandarina", 19.80, 1070
"Durazno", 166.90, 896
"Rabanito", 220.91, 357
"Coliflor", 30.63, 510
"Pomelo", 40.62, 738
"Pera", 169.80, 1000
"Kiwi", 438.08, 464
"Lima", 1069.95, 164
"Palta", 491.14, 475
"Naranja", 15.65, 870
"Mandarina", 14.03, 930
"Higo", 2567.55, 120
"Lima", 1002.38, 174
"Apio", 64.67, 354
"Apio", 50.86, 303
"Sandia", 40.85, 1017
"Champignon", 3693.68, 116
"Durazno", 269.21, 784
"Ajo", 833.57, 80
"Mandarina", 18.61, 1160
"Papa", 15.67, 980
"Frambuesa", 2038.42, 87
"Durazno", 131.76, 760
"Frambuesa", 1995.96, 112
"Apio", 57.39, 252
"TomCherry", 518.84, 210
"Coliflor", 26.64, 400
"Uva", 712.70, 357
"Naranja", 10.67, 1060
"Pera", 140.17, 1190
"Lechuga", 41.01, 1017
"Lima", 1396.68, 210
"Durazno", 264.78, 776
"Naranja", 13.89, 1060
"Mandarina", 27.84, 1090
"Palta", 437.60, 470
"Esparrago", 625.18, 160
"Banana", 53.00, 1120
"Ajo", 959.95, 113
"Esparrago", 629.38, 222
"Limon", 322.49, 770
"Palta", 509.64, 400
"Mandarina", 29.44, 1120
"Rabanito", 260.02, 303
"Uva", 702.98, 351
"Kiwi", 441.62, 412
"Kiwi", 439.21, 336
"Champignon", 3625.07, 83
"Durazno", 265.42, 656
"Durazno", 159.71, 832
"Durazno", 151.34, 928
"Higo", 2446.27, 101
"Palta", 1090.74, 364
"Banana", 70.00, 1010
"Mandarina", 19.52, 970
"Cereza", 1015.26, 176
"Acelga", 30.52, 819
"Acelga", 21.96, 729
"Manzana", 132.35, 810
"Durazno", 132.68, 720
"Kiwi", 399.92, 320
"Uva", 702.18, 288
"Pepino", 47.85, 600
"Naranja", 16.37, 1080
"Naranja", 20.52, 980
"Frambuesa", 2062.22, 106
"Palta", 1122.24, 352
"Morron", 2913.56, 510
"Lima", 1244.16, 168
"Mandarina", 21.93, 1140
"Papa", 15.18, 940
"Durazno", 290.99, 864
"Lima", 1221.53, 188
"Berenjena", 63.97, 576
"Banana", 64.94, 1060
"Cebolla", 74.11, 712
"Pepino", 42.39, 570
"Melon", 105.66, 376
"Cereza", 1018.12, 204
"Morron", 2921.86, 624
"Tomate", 763.48, 909
"Pera", 172.70, 840
"Coliflor", 11.40, 455
"Palta", 487.81, 460
"Coliflor", 38.23, 570
"Batata", 27.26, 1170
"Repollo", 4.08, 560
"Tomate", 746.11, 801
"Ciruela", 942.36, 855
"Ciruela", 992.98, 792
"Zuccini", 90.48, 558
"Coliflor", 24.21, 600
"Caqui", 849.34, 114
"Coliflor", 26.54, 410
"Palta", 538.76, 565
"Uva", 683.96, 288
"Calabaza", 21.13, 856
"Brocoli", 343.28, 404
"Palta", 505.79, 525
"Naranja", 5.55, 1140
"Pera", 157.96, 1000
"Acelga", 14.24, 963
"Cereza", 1003.22, 164
"Uva", 710.35, 339
"Alcachofa", 150.66, 318
"Rabanito", 212.27, 357
"Champignon", 3579.31, 105
"Champignon", 3599.66, 109
"Naranja", 11.14, 1010
"Ciruela", 1027.93, 1035
"Pepino", 33.15, 580
"Rabanito", 206.50, 330
"Lechuga", 47.06, 891
"Limon", 345.19, 679
"Batata", 18.67, 950
"Apio", 63.77, 360
"Esparrago", 644.84, 222
"Naranja", 18.06, 870
"Tomate", 731.88, 774
"Frambuesa", 1968.10, 120
"Zanahoria", 42.44, 534
"Lima", 1279.12, 214
"Champignon", 3621.69, 95
"Calabaza", 23.00, 832
"Palta", 1127.13, 384
"Zuccini", 71.37, 678
"Tomate", 776.14, 900
"Naranja", 14.81, 860
"Brocoli", 358.21, 376
"Naranja", 11.26, 880
"Frambuesa", 2022.02, 89
"Rabanito", 196.55, 240
"Mandarina", 14.24, 810
"Morron", 2883.50, 672
"Frutilla", 294.89, 285
"Caqui", 874.24, 116
"Manzana", 132.54, 1030
"Uva", 653.03, 315
"Durazno", 175.10, 880
"Morron", 3013.02, 588
"Kiwi", 431.79, 376
"Alcachofa", 133.65, 288
"Champignon", 3637.72, 101
"Mandarina", 6.80, 1150
"Naranja", 20.23, 990
"Repollo", 7.61, 791
"Ajo", 927.72, 97
"Naranja", 12.32, 1110
"Esparrago", 581.59, 180
"Caqui", 769.88, 86
"Ajo", 949.04, 99
"Morron", 2928.43, 618
"Champignon", 3602.96, 97
"Champignon", 3694.67, 89
"Coliflor", 26.67, 400
"Rabanito", 239.38, 273
"Acelga", 29.04, 918
"Calabaza", 25.30, 872
"Naranja", 8.15, 810
"Cereza", 1013.93, 212
"Ciruela", 925.75, 963
"Lima", 1006.11, 164
"TomCherry", 525.82, 192
"Kiwi", 444.08, 356
"Batata", 28.91, 1080
"Durazno", 153.53, 800
"Manzana", 158.12, 950
"Pepino", 37.84, 430
"Sandia", 72.20, 819
"Pera", 179.83, 1180
"Apio", 61.87, 288
"Pomelo", 41.79, 1044
"Manzana", 149.65, 820
"Frambuesa", 2032.00, 87
"Apio", 55.73, 330
"Durazno", 177.59, 760
"Brocoli", 363.21, 348
"TomCherry", 575.82, 236
"Pepino", 40.66, 600
"Berenjena", 58.73, 480
"Kiwi", 432.70, 340
"Naranja", 11.09, 1020
"Tomate", 713.40, 972
"Durazno", 148.79, 832
"Ciruela", 907.98, 954
"Frutilla", 275.74, 270
"Naranja", 15.76, 1100
"Batata", 13.17, 960
"Papa", 18.51, 980
"Champignon", 3496.30, 105
"Kiwi", 430.88, 436
"Tomate", 800.17, 873
"Cebolla", 73.12, 856
"Kiwi", 438.95, 392
"Ajo", 909.42, 92
"Pomelo", 45.30, 1026
"Cereza", 1130.80, 214
"Choclo", 57.65, 255
"Mandarina", 18.48, 930
"Morron", 2945.22, 528
"Batata", 24.16, 1180
"Limon", 325.56, 812
"Pera", 167.58, 960
"Ciruela", 959.00, 774
"Cebolla", 76.20, 768
"Ajo", 903.09, 101
"Zuccini", 77.77, 630
"Melon", 107.80, 328
"Rabanito", 207.62, 309
"Cebolla", 60.06, 792
"Batata", 14.59, 1020
"Melon", 103.73, 324
"Melon", 103.30, 480
"Lima", 1322.83, 240
"Calabaza", 26.64, 648
"Lechuga", 41.72, 981
"Papa", 8.64, 890
"Repollo", 7.18, 784
"Rabanito", 221.44, 324
"Palta", 1205.42, 416
"Cereza", 1030.43, 238
"Melon", 102.28, 468
"Lima", 1215.24, 218
"Morron", 2934.33, 672
"Morron", 2877.51, 594
"Cebolla", 64.60, 680
"Zuccini", 62.28, 690
"Lima", 1202.74, 184
"Naranja", 16.01, 820
"Alcachofa", 138.07, 291
"Durazno", 166.70, 832
"Lechuga", 45.51, 1053
"Higo", 2447.42, 115
"Caqui", 853.55, 104
"Uva", 739.75, 330
"Pera", 162.10, 1140
"Durazno", 164.93, 936
"Mandarina", 18.31, 920
"Lima", 1240.17, 194
"Pomelo", 55.24, 819
"Batata", 20.61, 1190
"Coliflor", 32.38, 430
"TomCherry", 540.59, 200
"Morron", 2961.04, 642
"Naranja", 9.90, 1200
"Manzana", 132.56, 1100
"Champignon", 3586.70, 88
"Mandarina", 19.48, 880
"Caqui", 826.19, 119
"Durazno", 173.76, 800
"Kiwi", 429.55, 480
"Rabanito", 238.38, 282
"Frutilla", 311.41, 282
"Pera", 138.33, 950
"Sandia", 64.70, 720
"Palta", 1169.28, 320
"Pepino", 46.70, 495
"Coliflor", 29.28, 500
"Durazno", 175.21, 704
"Naranja", 15.76, 980
"Coliflor", 23.48, 540
"Pomelo", 47.21, 756
"Kiwi", 454.17, 400
"Zanahoria", 25.45, 666
"Higo", 2548.11, 89
"Cebolla", 55.91, 888
"Lima", 1205.74, 176
"Banana", 59.64, 900
"Naranja", 18.53, 1000
"Ciruela", 914.40, 918
"Durazno", 287.38, 960
"Pepino", 42.22, 525
"Repollo", 4.38, 588
"Lima", 1373.75, 240
"Frambuesa", 2111.14, 91
"Melon", 113.30, 464
"Lima", 1352.78, 234
"Pomelo", 44.89, 828
"Kiwi", 446.50, 396
"Frambuesa", 2070.81, 119
"Brocoli", 360.37, 420
"Lima", 1265.26, 204
"Durazno", 162.29, 776
"Manzana", 134.05, 1110
"Durazno", 250.99, 856
"Mandarina", 15.45, 1000
"Palta", 498.42, 495
"Ajo", 882.77, 112
"Frutilla", 280.99, 255
"Naranja", 12.78, 1100
"Kiwi", 402.55, 396
"Sandia", 56.77, 810
"Manzana", 131.52, 890
"Ciruela", 998.69, 900
"Rabanito", 201.24, 354
"Manzana", 153.15, 1120
"Zanahoria", 35.00, 654
"Berenjena", 54.29, 672
"Alcachofa", 175.42, 330
"Cereza", 998.96, 220
"Acelga", 19.68, 981
"Frambuesa", 2061.01, 110
"Ciruela", 979.83, 720
"Ajo", 955.05, 102
"Calabaza", 21.65, 768
"Mandarina", 22.84, 1170
"Frambuesa", 2055.43, 114
"Calabaza", 16.13, 784
"Uva", 724.54, 240
"Kiwi", 436.20, 440
"Ciruela", 933.55, 729
"Champignon", 3692.63, 118
"Caqui", 769.50, 100
"Rabanito", 206.73, 249
"Durazno", 245.37, 952
"Apio", 60.40, 288
"Frutilla", 296.28, 255
"Pepino", 30.26, 485
"Esparrago", 585.06, 166
"Choclo", 52.58, 330
"Pomelo", 52.69, 756
"Zuccini", 98.10, 492
"Ajo", 908.56, 116
"Coliflor", 29.63, 400
"Pepino", 35.46, 545
"Frambuesa", 2108.93, 108
"Higo", 2495.73, 120
"Champignon", 3673.42, 119
"Rabanito", 227.24, 282
"Limon", 301.08, 616
"Zanahoria", 38.02, 564
"Mandarina", 11.43, 1110
"Calabaza", 6.91, 920
"Durazno", 177.17, 640
"Tomate", 741.00, 1080
"Mandarina", 18.21, 1060
"Lima", 1049.59, 228
"Esparrago", 624.75, 168
"Acelga", 18.36, 792
"Naranja", 24.15, 1180
"Zuccini", 84.83, 696
"Zanahoria", 30.60, 702
"Lechuga", 43.17, 1080
"Cereza", 1023.58, 214
"Lechuga", 47.88, 783
"Esparrago", 639.97, 234
"Morron", 2941.99, 630
"Kiwi", 408.01, 380
"Champignon", 3627.85, 108
"Apio", 65.69, 303
"Durazno", 275.50, 720
"Apio", 52.95, 333
"Tomate", 753.00, 954
"Choclo", 65.05, 330
"Banana", 56.03, 920
"Durazno", 251.11, 704
"Palta", 504.05, 510
"Morron", 2930.20, 666
"Mandarina", 14.49, 1030
"Cereza", 1063.25, 194
"Sandia", 62.32, 891
"Pera", 138.36, 1160
"Zanahoria", 32.05, 666
"Esparrago", 634.08, 228
"Rabanito", 239.14, 357
"Mandarina", 14.68, 1160
"Naranja", 15.86, 870
"Palta", 1160.54, 404
"Champignon", 3520.11, 85
"Apio", 63.25, 243
"Lechuga", 42.68, 882
"Manzana", 154.84, 1100
"Lima", 1011.10, 234
"TomCherry", 585.68, 192
"Durazno", 136.85, 936
"Manzana", 127.30, 870
"Lechuga", 48.51, 1062
"Papa", 13.37, 980
"Banana", 66.74, 1170
"Apio", 64.51, 339
"Durazno", 167.25, 776
"Zanahoria", 40.08, 522
"Melon", 98.23, 444
"Banana", 58.67, 1170
"Manzana", 149.05, 1160
"Tomate", 694.09, 774
"Sandia", 65.21, 765
"Pera", 149.99, 950
"Naranja", 16.23, 1110
"Zuccini", 94.72, 570
"Ciruela", 1000.20, 1008
"Lima", 1163.09, 180
"Kinoto", 26.46, 172
"Lima", 1193.16, 200
"Pomelo", 53.67, 918
"Naranja", 11.23, 1160
"Limon", 346.46, 700
"Manzana", 133.51, 860
"Esparrago", 681.25, 182
"Coliflor", 34.57, 505
"Limon", 321.25, 763
"Papa", 8.85, 1100
"Berenjena", 62.23, 672
"Alcachofa", 140.23, 276
"Esparrago", 651.11, 176
"Brocoli", 377.01, 352
"Berenjena", 41.47, 660
"Rabanito", 216.83, 291
"Cebolla", 76.78, 776
"Pepino", 30.98, 520
"Frutilla", 303.31, 303
"Durazno", 138.67, 696
"Naranja", 20.24, 1020
"Naranja", 16.56, 850
"Cebolla", 57.44, 736
"Batata", 23.96, 1060
"Calabaza", 20.58, 920
"Rabanito", 188.84, 267
"Calabaza", 19.85, 640
"Kinoto", 34.29, 164
"Rabanito", 240.80, 342
"Pomelo", 54.57, 765
"Morron", 2943.46, 624
"Pomelo", 38.31, 981
"Higo", 2463.18, 100
"Higo", 2493.39, 114
